Explained node,Nodes with nonzero weights,Node weights,Edges with nonzero weights,Edge weights
738,"[711, 738, 3545]","[0.28319939970970154, 0.29825055599212646, 0.28440532088279724]","[1568, 1605, 6637]","[0.7505356669425964, 0.7948190569877625, 0.7829760909080505]"
739,"[503, 695, 739, 834]","[0.2792972922325134, 0.7266162633895874, 0.3447200655937195, 0.3164559006690979]","[1207, 1530, 1606, 1741]","[0.7806268334388733, 0.7307968735694885, 0.7804384231567383, 0.7751895189285278]"
740,"[390, 433, 467, 740, 816, 1490]","[0.29106056690216064, 0.6883618235588074, 0.2573785185813904, 0.7080655694007874, 0.26846665143966675, 0.2592998445034027]","[982, 1096, 1154, 1607, 1709, 3061]","[0.786666989326477, 0.7432976961135864, 0.7906367778778076, 0.7921172380447388, 0.7852895855903625, 0.2159675657749176]"
741,[741],[0.3333161771297455],[],[]
742,"[19, 742, 1160]","[0.28342726826667786, 0.6995071768760681, 0.3029837906360626]","[34, 1608, 2312]","[0.7494139075279236, 0.7843442559242249, 0.7848665118217468]"
743,"[282, 743]","[0.3634491264820099, 0.304021954536438]","[729, 1609]","[0.7471768260002136, 0.7829588651657104]"
744,[744],[0.34432002902030945],[],[]
745,[745],[0.28983768820762634],[],[]
746,[746],[0.32729291915893555],[],[]
747,"[92, 747, 2167, 2211, 2216, 2300, 2337, 3888]","[0.2700110375881195, 0.7790076732635498, 0.2814698815345764, 0.6393351554870605, 0.7228971123695374, 0.284829318523407, 0.2805173099040985, 0.2551182806491852]","[223, 1610, 1611, 1612, 4528, 4611, 4613, 4619, 4620, 4904, 5028, 6961]","[0.2124364674091339, 0.7760857939720154, 0.7755736112594604, 0.7677163481712341, 0.7644171714782715, 0.7567502856254578, 0.7745136022567749, 0.7797681093215942, 0.7507347464561462, 0.21319778263568878, 0.7788770198822021, 0.7906998991966248]"
748,"[474, 748]","[0.2829280495643616, 0.27642494440078735]","[1169, 1613]","[0.7485905885696411, 0.7872490882873535]"
749,[749],[0.4161185026168823],[],[]
750,[750],[0.4032452702522278],[],[]
751,[751],[0.3758847117424011],[],[]
752,"[752, 783, 899, 900]","[0.24782831966876984, 0.38800114393234253, 0.27948105335235596, 0.7005441188812256]","[1614, 1615, 1673, 1674, 1839, 1843, 1844]","[0.7939398288726807, 0.792299747467041, 0.7384129166603088, 0.7733855843544006, 0.7793172001838684, 0.7392914295196533, 0.7733383774757385]"
753,[753],[0.39688020944595337],[],[]
754,"[319, 375, 619, 620, 625, 754, 874]","[0.2581658363342285, 0.28813233971595764, 0.27533718943595886, 0.2681550681591034, 0.2880738079547882, 0.7078844904899597, 0.3096473813056946]","[802, 932, 1432, 1433, 1440, 1616, 1797]","[0.7852671146392822, 0.21104393899440765, 0.7342060208320618, 0.7798585891723633, 0.7863044738769531, 0.7674344778060913, 0.7827810645103455]"
755,"[56, 755, 830, 1098, 1577, 1734, 1900, 2992, 3415]","[0.2742132842540741, 0.7340770363807678, 0.3281896114349365, 0.28096804022789, 0.2653842568397522, 0.7397921085357666, 0.27734702825546265, 0.7599324584007263, 0.2920587360858917]","[122, 1617, 1618, 1619, 1722, 1723, 1724, 2224, 3278, 3482, 3483, 3484, 3859, 6066, 6067, 6068, 6532]","[0.23185837268829346, 0.774183988571167, 0.7814503312110901, 0.7714685201644897, 0.7512852549552917, 0.7765422463417053, 0.7742567658424377, 0.21937915682792664, 0.7793669104576111, 0.746164083480835, 0.7743968367576599, 0.7707965970039368, 0.7704496383666992, 0.7474856376647949, 0.7713147401809692, 0.7644569277763367, 0.7610630989074707]"
756,"[40, 110, 133, 193, 214, 547, 756, 757, 792, 839, 970, 1013, 1274, 1276, 1360, 1376, 1392, 1396, 1404, 1428, 1449, 1450, 1523, 1655, 1714, 1801, 1864, 1923, 1932, 1997, 2003, 2092, 2101, 2122, 2163, 2164, 2177, 2238, 2243, 2247, 2249, 2255, 2256, 2257, 2258, 2264, 2316, 2326, 2521, 2526, 2560, 2574, 2586, 2769, 2819, 2931, 2934, 3197, 3224, 3543, 3652, 3653, 3911]","[0.27313798666000366, 0.2693110406398773, 0.7957823276519775, 0.2988405227661133, 0.27221909165382385, 0.2818298935890198, 0.7383460402488708, 0.7495658993721008, 0.7082324028015137, 0.2688133120536804, 0.7400074005126953, 0.291830837726593, 0.311575710773468, 0.2641344666481018, 0.2565005123615265, 0.2686576247215271, 0.3144814968109131, 0.2907874882221222, 0.2879725992679596, 0.24438776075839996, 0.7116553783416748, 0.25466716289520264, 0.23700986802577972, 0.2785853445529938, 0.29939940571784973, 0.23035359382629395, 0.2915940284729004, 0.26031652092933655, 0.2808736264705658, 0.267656147480011, 0.2811392545700073, 0.27429360151290894, 0.6682150959968567, 0.24639806151390076, 0.30955028533935547, 0.7568721771240234, 0.7512838840484619, 0.27309656143188477, 0.273387610912323, 0.2660190761089325, 0.24842694401741028, 0.27169880270957947, 0.2833217978477478, 0.28353244066238403, 0.26247143745422363, 0.26511844992637634, 0.2696737051010132, 0.28210610151290894, 0.2614401578903198, 0.7055485248565674, 0.2506151795387268, 0.26296764612197876, 0.2629453241825104, 0.2834828794002533, 0.7615244388580322, 0.2720352113246918, 0.2483164668083191, 0.2992172837257385, 0.24776487052440643, 0.2829972803592682, 0.2421892136335373, 0.2825881838798523, 0.26320117712020874]","[68, 69, 257, 317, 506, 581, 1273, 1620, 1621, 1622, 1623, 1624, 1625, 1626, 1627, 1629, 1630, 1681, 1693, 1694, 1746, 1906, 1907, 1909, 1911, 1912, 1918, 2022, 2487, 2490, 2491, 2637, 2723, 2750, 2767, 2814, 2866, 2867, 2868, 2931, 2936, 2939, 2942, 3144, 3346, 3441, 3621, 3622, 3804, 3918, 3919, 3958, 4104, 4134, 4350, 4384, 4387, 4393, 4394, 4395, 4397, 4406, 4435, 4508, 4510, 4511, 4516, 4520, 4521, 4522, 4545, 4547, 4548, 4549, 4551, 4687, 4689, 4708, 4719, 4725, 4727, 4742, 4749, 4752, 4758, 4774, 4968, 5005, 5414, 5422, 5470, 5488, 5508, 5790, 5854, 5855, 5856, 5857, 5973, 5984, 6326, 6364, 6636, 6736, 6738, 6977]","[0.23721587657928467, 0.2415822148323059, 0.23907853662967682, 0.7611777186393738, 0.23273873329162598, 0.2415907084941864, 0.24289213120937347, 0.23945030570030212, 0.2346552312374115, 0.23443810641765594, 0.23616842925548553, 0.7721282243728638, 0.767039954662323, 0.7691821455955505, 0.23654060065746307, 0.7487149238586426, 0.23572492599487305, 0.2446688860654831, 0.7052867412567139, 0.7835227847099304, 0.25379207730293274, 0.7217622995376587, 0.7748352885246277, 0.2370309829711914, 0.24406759440898895, 0.24472177028656006, 0.7405295372009277, 0.23769812285900116, 0.24547840654850006, 0.23343686759471893, 0.22987014055252075, 0.23978209495544434, 0.23671923577785492, 0.24387314915657043, 0.24589930474758148, 0.24405105412006378, 0.2320905327796936, 0.23157596588134766, 0.23437701165676117, 0.2760332226753235, 0.23338517546653748, 0.7738195061683655, 0.22756235301494598, 0.24104441702365875, 0.23408076167106628, 0.24318639934062958, 0.22761359810829163, 0.24022452533245087, 0.23508164286613464, 0.23540353775024414, 0.23745274543762207, 0.23337815701961517, 0.23201237618923187, 0.2347588986158371, 0.24779093265533447, 0.7640377283096313, 0.23961979150772095, 0.23908017575740814, 0.2426433563232422, 0.237858384847641, 0.7037872076034546, 0.2366275042295456, 0.23544202744960785, 0.23729510605335236, 0.24561059474945068, 0.23440414667129517, 0.7032223343849182, 0.24427111446857452, 0.23643623292446136, 0.7368581891059875, 0.7368594408035278, 0.23971500992774963, 0.2390497624874115, 0.23819606006145477, 0.7786938548088074, 0.24379920959472656, 0.2424386441707611, 0.23651067912578583, 0.23684333264827728, 0.2330581098794937, 0.23878291249275208, 0.23812039196491241, 0.24088378250598907, 0.24167820811271667, 0.2314753383398056, 0.24183599650859833, 0.24059399962425232, 0.23401619493961334, 0.23304156959056854, 0.7599945068359375, 0.2369137853384018, 0.24685323238372803, 0.2430635392665863, 0.24003981053829193, 0.23356404900550842, 0.7473910450935364, 0.7641498446464539, 0.763522744178772, 0.2462444305419922, 0.23648656904697418, 0.24414359033107758, 0.23339013755321503, 0.24724507331848145, 0.2332020252943039, 0.24662482738494873, 0.23343375325202942]"
757,"[110, 133, 193, 756, 757, 792, 970, 1428, 1655, 1923, 1932, 2101, 2122, 2163, 2164, 2177, 2238, 2243, 2247, 2249, 2256, 2819, 3224, 3652, 3911]","[0.29011663794517517, 0.719817578792572, 0.28123658895492554, 0.5944192409515381, 0.7198646068572998, 0.26884958148002625, 0.31410983204841614, 0.23908600211143494, 0.286620557308197, 0.28799203038215637, 0.28155985474586487, 0.2849087119102478, 0.27417096495628357, 0.2679791748523712, 0.3098337650299072, 0.31213364005088806, 0.27642518281936646, 0.271831750869751, 0.2556253671646118, 0.26857027411460876, 0.2970617413520813, 0.2852976322174072, 0.2768051028251648, 0.23993411660194397, 0.28243857622146606]","[257, 317, 506, 1626, 1627, 1628, 1629, 1630, 1693, 1694, 1906, 2868, 3346, 3918, 3958, 4387, 4397, 4435, 4516, 4522, 4545, 4687, 4708, 4719, 4725, 4749, 5855, 6364, 6736, 6977]","[0.22144052386283875, 0.724724531173706, 0.22041572630405426, 0.7194757461547852, 0.21895049512386322, 0.751284122467041, 0.7813119292259216, 0.7953433990478516, 0.2172480970621109, 0.6989811658859253, 0.7865923047065735, 0.2176944464445114, 0.21898594498634338, 0.21680383384227753, 0.2191324681043625, 0.21962293982505798, 0.7918950915336609, 0.21992583572864532, 0.21799273788928986, 0.24794356524944305, 0.21925000846385956, 0.22310806810855865, 0.21788719296455383, 0.22513312101364136, 0.21936966478824615, 0.22190596163272858, 0.7666023969650269, 0.7829073071479797, 0.22036252915859222, 0.22162923216819763]"
758,"[36, 72, 73, 75, 93, 94, 248, 251, 318, 376, 377, 383, 384, 386, 387, 396, 397, 406, 597, 638, 674, 758, 1063, 1113, 1157, 1983, 3218]","[0.27844515442848206, 0.28827103972435, 0.27003297209739685, 0.2606745660305023, 0.2588568329811096, 0.4406821131706238, 0.36736586689949036, 0.2710292935371399, 0.2933945059776306, 0.2825658321380615, 0.2828657031059265, 0.27104851603507996, 0.7008647918701172, 0.2880871593952179, 0.28427010774612427, 0.31313368678092957, 0.2743639051914215, 0.2583237290382385, 0.301188200712204, 0.2571180462837219, 0.2770092189311981, 0.7485917210578918, 0.28858038783073425, 0.27156805992126465, 0.30654603242874146, 0.26352718472480774, 0.24633921682834625]","[62, 161, 162, 172, 229, 230, 659, 660, 675, 797, 935, 937, 951, 965, 966, 971, 975, 998, 1002, 1021, 1390, 1444, 1493, 1631, 1632, 1633, 1634, 1635, 2182, 2241, 2308, 4071, 6355]","[0.7697235941886902, 0.2165188044309616, 0.2187051922082901, 0.22145257890224457, 0.2486572414636612, 0.7419865131378174, 0.7857469916343689, 0.734973669052124, 0.23088479042053223, 0.7276556491851807, 0.7784568071365356, 0.22427675127983093, 0.2184315323829651, 0.7830137610435486, 0.7357736229896545, 0.7736662030220032, 0.778139591217041, 0.22844795882701874, 0.7721207141876221, 0.2185109704732895, 0.7822979688644409, 0.27457916736602783, 0.22093884646892548, 0.7796560525894165, 0.7635392546653748, 0.7830643057823181, 0.7744023203849792, 0.784343957901001, 0.22904615104198456, 0.7825595736503601, 0.21639558672904968, 0.22414694726467133, 0.24052198231220245]"
759,"[437, 615, 722, 759, 760, 1509, 2764]","[0.31124842166900635, 0.24916812777519226, 0.2564627230167389, 0.6894682049751282, 0.7573342323303223, 0.2532654106616974, 0.28328606486320496]","[1104, 1105, 1425, 1586, 1636, 1637, 1638, 1639, 3121, 5783]","[0.7726512551307678, 0.7780569195747375, 0.22083722054958344, 0.7672786116600037, 0.7697179317474365, 0.7699944376945496, 0.7424461245536804, 0.7694860696792603, 0.7856385707855225, 0.2145119458436966]"
760,"[437, 615, 722, 759, 760, 1509, 2764]","[0.30237317085266113, 0.28066760301589966, 0.2941502332687378, 0.7361546158790588, 0.7256721258163452, 0.2768259048461914, 0.25879526138305664]","[1104, 1105, 1425, 1586, 1636, 1637, 1638, 1639, 3121, 5783]","[0.7773670554161072, 0.7700977921485901, 0.22415010631084442, 0.761804461479187, 0.7446866631507874, 0.7697176933288574, 0.7723866105079651, 0.773443341255188, 0.7887350916862488, 0.21280314028263092]"
761,"[761, 862, 863, 997]","[0.5494697690010071, 0.2549533545970917, 0.296181857585907, 0.3024801015853882]","[1640, 1784, 1786, 1999]","[0.7841281890869141, 0.7791500091552734, 0.7844152450561523, 0.7497407793998718]"
762,[762],[0.36669042706489563],[],[]
763,[763],[0.2992648184299469],[],[]
764,"[167, 361, 603, 764, 818, 832, 982, 983, 984, 3504, 3574]","[0.2829221487045288, 0.2722674608230591, 0.2770403325557709, 0.3115922808647156, 0.6992793083190918, 0.26853489875793457, 0.2735975384712219, 0.7013680338859558, 0.3033183813095093, 0.25573843717575073, 0.2616459131240845]","[455, 908, 1406, 1641, 1642, 1643, 1711, 1731, 1735, 1963, 1964, 1972, 1973, 1975, 6598, 6666]","[0.795414388179779, 0.7895855903625488, 0.21379834413528442, 0.2130855768918991, 0.7800711393356323, 0.7680395841598511, 0.7371063232421875, 0.21361622214317322, 0.7711637020111084, 0.7388706803321838, 0.7796895503997803, 0.731604278087616, 0.7874584197998047, 0.795312762260437, 0.7854417562484741, 0.21630991995334625]"
765,[765],[0.37115901708602905],[],[]
766,"[271, 766]","[0.30921900272369385, 0.349166601896286]","[710, 1644]","[0.7447547912597656, 0.7831298112869263]"
767,"[3, 339, 650, 767, 2646, 3416]","[0.37759724259376526, 0.2881146967411041, 0.2622281610965729, 0.711452066898346, 0.2843818664550781, 0.26482343673706055]","[8, 865, 1468, 1645, 5594, 6533]","[0.7340463399887085, 0.7868733406066895, 0.7860568761825562, 0.7819837331771851, 0.7814754843711853, 0.7887624502182007]"
768,"[114, 146, 153, 166, 324, 335, 360, 550, 705, 768, 974, 975, 1000, 1013, 1015, 1042, 1043, 1044, 1120, 1137, 1289, 1302, 1349, 1362, 1363, 1377, 1392, 1396, 1413, 1437, 1456, 1551, 1620, 1672, 1771, 1778, 1832, 1858, 1883, 1897, 1900, 1983, 1991, 2014, 2067, 2101, 2184, 2249, 2286, 2316, 2323, 2329, 2339, 2365, 2388, 2421, 2428, 2479, 2495, 2602, 2635, 2668, 2679, 2687, 2691, 2710, 2728, 2781, 2939, 2947, 3161, 3163, 3450, 3585, 3586, 3960, 4056]","[0.7416164875030518, 0.28661102056503296, 0.26767098903656006, 0.6997938752174377, 0.2647751271724701, 0.7851037979125977, 0.3051064908504486, 0.294836163520813, 0.29639193415641785, 0.7152803540229797, 0.6927738785743713, 0.26238521933555603, 0.2561184763908386, 0.32759660482406616, 0.2867220640182495, 0.6634921431541443, 0.28378450870513916, 0.23934829235076904, 0.28111374378204346, 0.27996373176574707, 0.2879822850227356, 0.2865835130214691, 0.3339553475379944, 0.29302874207496643, 0.24154230952262878, 0.26711317896842957, 0.262136310338974, 0.3169211447238922, 0.2689708471298218, 0.25714507699012756, 0.2660127580165863, 0.29297128319740295, 0.2804378569126129, 0.2833866775035858, 0.2796033024787903, 0.2702246308326721, 0.291779100894928, 0.27787333726882935, 0.2773861289024353, 0.2602480947971344, 0.24649567902088165, 0.2809085547924042, 0.266792356967926, 0.25586479902267456, 0.23496471345424652, 0.27844998240470886, 0.2695101797580719, 0.28376099467277527, 0.27615246176719666, 0.27431076765060425, 0.28898248076438904, 0.30667099356651306, 0.28974923491477966, 0.24097201228141785, 0.24484065175056458, 0.2625800371170044, 0.2542288601398468, 0.7233781218528748, 0.2461732029914856, 0.27406975626945496, 0.2562987804412842, 0.27273932099342346, 0.309661865234375, 0.29577016830444336, 0.29198792576789856, 0.2864955961704254, 0.27735233306884766, 0.26184239983558655, 0.2531408369541168, 0.2730279564857483, 0.2866584062576294, 0.2889523208141327, 0.7631277441978455, 0.2835606336593628, 0.3943024277687073, 0.2591862082481384, 0.2713817059993744]","[270, 271, 352, 374, 451, 830, 861, 905, 1301, 1554, 1646, 1647, 1648, 1649, 1650, 1651, 1940, 1941, 1944, 2006, 2019, 2058, 2121, 2122, 2126, 2134, 2141, 2251, 2287, 2510, 2531, 2600, 2649, 2667, 2673, 2731, 2749, 2771, 2838, 2890, 2959, 3206, 3315, 3317, 3384, 3547, 3568, 3719, 3784, 3836, 3856, 3860, 4070, 4093, 4171, 4293, 4409, 4578, 4733, 4835, 4967, 4987, 5012, 5034, 5085, 5115, 5208, 5224, 5343, 5368, 5528, 5576, 5624, 5647, 5667, 5674, 5699, 5722, 5804, 5996, 6006, 6276, 6282, 6283, 6541, 6542, 6677, 6678, 6997, 7055]","[0.7830628156661987, 0.7692763805389404, 0.24081358313560486, 0.2297271490097046, 0.7787686586380005, 0.23411786556243896, 0.747431218624115, 0.233229860663414, 0.23882010579109192, 0.23490874469280243, 0.23149406909942627, 0.24166110157966614, 0.7634484767913818, 0.7636078000068665, 0.2424100637435913, 0.7795232534408569, 0.7379360795021057, 0.24327145516872406, 0.23461388051509857, 0.24281355738639832, 0.2373054176568985, 0.23918144404888153, 0.2266729474067688, 0.7711470723152161, 0.23879003524780273, 0.23698581755161285, 0.23539061844348907, 0.2397470623254776, 0.23541463911533356, 0.23827119171619415, 0.24565312266349792, 0.7777212262153625, 0.23835952579975128, 0.2466227412223816, 0.23487843573093414, 0.23148538172245026, 0.25787752866744995, 0.2721910774707794, 0.23787379264831543, 0.23980745673179626, 0.24420210719108582, 0.24807006120681763, 0.24509048461914062, 0.24003662168979645, 0.23526263236999512, 0.23725339770317078, 0.22973589599132538, 0.24851658940315247, 0.24332432448863983, 0.24173082411289215, 0.23426029086112976, 0.5702666640281677, 0.23115363717079163, 0.2229289561510086, 0.246848002076149, 0.2368730753660202, 0.23618246614933014, 0.24009335041046143, 0.2556361258029938, 0.23883351683616638, 0.24349422752857208, 0.24381595849990845, 0.23901328444480896, 0.24068304896354675, 0.7532778978347778, 0.2500987648963928, 0.23699042201042175, 0.2290211319923401, 0.7386767864227295, 0.2344512641429901, 0.23550158739089966, 0.23842570185661316, 0.24355275928974152, 0.23729707300662994, 0.7490466833114624, 0.23316916823387146, 0.2257409542798996, 0.2383607178926468, 0.2439153492450714, 0.31815171241760254, 0.234321728348732, 0.23330925405025482, 0.23208843171596527, 0.23600634932518005, 0.7887402772903442, 0.7743381261825562, 0.23652881383895874, 0.776172399520874, 0.2320425659418106, 0.234111025929451]"
769,"[451, 769]","[0.7129092812538147, 0.3018397390842438]","[1129, 1652]","[0.7421518564224243, 0.7829440236091614]"
770,[770],[0.3815917372703552],[],[]
771,"[60, 398, 449, 527, 543, 584, 771, 772, 882, 899, 905, 1190, 1207, 1736, 1803, 1905, 1909, 2202, 2208, 2217, 2219, 2220, 2298, 2889, 3291, 3427, 3617, 3664]","[0.26399362087249756, 0.2812519073486328, 0.25629207491874695, 0.7411677837371826, 0.25954610109329224, 0.26417142152786255, 0.7314127683639526, 0.27420079708099365, 0.25776490569114685, 0.27340468764305115, 0.30316415429115295, 0.2630780041217804, 0.2668302059173584, 0.28787344694137573, 0.26020780205726624, 0.28940290212631226, 0.30635547637939453, 0.2975679039955139, 0.7345699667930603, 0.26618698239326477, 0.7435616254806519, 0.28984197974205017, 0.24276211857795715, 0.28930026292800903, 0.7582045793533325, 0.3086972236633301, 0.29323720932006836, 0.3008855879306793]","[126, 1006, 1126, 1237, 1238, 1239, 1240, 1266, 1370, 1653, 1654, 1655, 1656, 1657, 1658, 1815, 1840, 1847, 2364, 2391, 3490, 3634, 3870, 3879, 4602, 4606, 4607, 4608, 4609, 4621, 4627, 4628, 4629, 4630, 4634, 4869, 5922, 6439, 6440, 6441, 6442, 6540, 6707, 6747]","[0.7822572588920593, 0.23428410291671753, 0.2293955534696579, 0.7233226299285889, 0.7719252109527588, 0.7749180793762207, 0.7701070308685303, 0.22094112634658813, 0.28662344813346863, 0.7701702117919922, 0.2291010171175003, 0.7761220932006836, 0.773166835308075, 0.7723298072814941, 0.23126214742660522, 0.22448262572288513, 0.2337321639060974, 0.22821399569511414, 0.24173091351985931, 0.22011956572532654, 0.22655925154685974, 0.22081033885478973, 0.7896939516067505, 0.7849113345146179, 0.7789682149887085, 0.21996885538101196, 0.7410936951637268, 0.7651172876358032, 0.7708612084388733, 0.22822046279907227, 0.7771704792976379, 0.7419466972351074, 0.7618755102157593, 0.7636373043060303, 0.7883694171905518, 0.22767804563045502, 0.22204415500164032, 0.2211029976606369, 0.7464364171028137, 0.7733597159385681, 0.7686928510665894, 0.2696084678173065, 0.7896878719329834, 0.7849938869476318]"
