Explained node,Nodes with nonzero weights,Node weights,Edges with nonzero weights,Edge weights
318,"[36, 72, 73, 75, 91, 94, 209, 248, 318, 376, 377, 384, 395, 396, 398, 402, 406, 440, 441, 597, 638, 674, 680, 758, 928, 1030, 1105, 1113]","[0.2659813165664673, 0.4631461203098297, 0.2962857782840729, 0.25981611013412476, 0.2668399512767792, 0.2983553409576416, 0.2821143567562103, 0.2455115169286728, 0.7341217994689941, 0.7212457656860352, 0.27511370182037354, 0.2501605451107025, 0.2938132584095001, 0.29786545038223267, 0.2990671992301941, 0.28196364641189575, 0.6838059425354004, 0.2890663146972656, 0.2798675000667572, 0.7093583941459656, 0.29238128662109375, 0.31678882241249084, 0.2926212251186371, 0.2803751230239868, 0.7412530183792114, 0.26551342010498047, 0.28806018829345703, 0.7070651054382324]","[62, 159, 161, 162, 163, 165, 171, 172, 222, 230, 570, 572, 660, 789, 790, 791, 792, 793, 794, 795, 796, 797, 798, 799, 800, 935, 937, 938, 966, 991, 998, 1005, 1015, 1021, 1116, 1118, 1390, 1444, 1493, 1506, 1507, 1635, 1857, 2106, 2230, 2241, 2242]","[0.22405804693698883, 0.7473428845405579, 0.7517729997634888, 0.723511278629303, 0.7530102729797363, 0.23504219949245453, 0.22423893213272095, 0.7142484784126282, 0.2214903086423874, 0.7761023640632629, 0.22767873108386993, 0.772544801235199, 0.22041861712932587, 0.7565865516662598, 0.7791939377784729, 0.7617202997207642, 0.7539588212966919, 0.7710720300674438, 0.22516189515590668, 0.7851012349128723, 0.7592597603797913, 0.7893352508544922, 0.7867907285690308, 0.22668136656284332, 0.23063386976718903, 0.7316350936889648, 0.7235678434371948, 0.2281234860420227, 0.21964502334594727, 0.22290658950805664, 0.7333789467811584, 0.21712948381900787, 0.2163948267698288, 0.7275885343551636, 0.747198760509491, 0.22594746947288513, 0.7233448028564453, 0.7218238711357117, 0.7245241403579712, 0.22465002536773682, 0.7741567492485046, 0.7226394414901733, 0.7522689700126648, 0.7550631165504456, 0.7720347046852112, 0.7247742414474487, 0.7804261445999146]"
319,"[319, 322, 375, 455, 547, 619, 620, 625, 754, 874, 2473, 3189, 3388]","[0.7395965456962585, 0.29187268018722534, 0.28574663400650024, 0.746358335018158, 0.2957654893398285, 0.27568721771240234, 0.33174338936805725, 0.2862887978553772, 0.30490392446517944, 0.3040603697299957, 0.2693410813808441, 0.2868192493915558, 0.28846701979637146]","[801, 802, 803, 807, 932, 1131, 1271, 1431, 1433, 1440, 1616, 1797, 5335, 6321, 6523]","[0.7687172889709473, 0.7756425142288208, 0.7660073041915894, 0.7397878766059875, 0.7954777479171753, 0.7366132736206055, 0.22465777397155762, 0.7298153638839722, 0.752080500125885, 0.7605331540107727, 0.7574057579040527, 0.7803225517272949, 0.21604430675506592, 0.7795203328132629, 0.24034735560417175]"
320,"[152, 320, 321, 668, 669, 2162, 3669]","[0.2473205327987671, 0.7180233597755432, 0.6942263841629028, 0.7141408324241638, 0.2734716534614563, 0.29507455229759216, 0.2953924834728241]","[370, 804, 805, 806, 1485, 1489, 4504, 6751]","[0.7907478213310242, 0.7601393461227417, 0.77866530418396, 0.7573455572128296, 0.7477260231971741, 0.2172345072031021, 0.7804679274559021, 0.7838271856307983]"
321,"[320, 321, 668]","[0.7331265211105347, 0.47432196140289307, 0.2736473083496094]","[804, 806, 1485]","[0.7567375302314758, 0.7797064781188965, 0.7737467885017395]"
322,"[193, 319, 322, 432, 455, 547, 619, 774, 970, 1971, 1972, 2079, 2226, 2288, 2473, 2474, 2732, 2808, 2850, 3189, 3388, 3616]","[0.2656560242176056, 0.7210224270820618, 0.7503256797790527, 0.2860995829105377, 0.7660883665084839, 0.27463269233703613, 0.270999014377594, 0.32695522904396057, 0.29423660039901733, 0.2682889401912689, 0.2451326847076416, 0.26434144377708435, 0.2740624248981476, 0.26201754808425903, 0.28573915362358093, 0.7432074546813965, 0.25419268012046814, 0.25531020760536194, 0.2797381281852722, 0.3119690418243408, 0.2595865726470947, 0.30148327350616455]","[510, 801, 807, 808, 809, 810, 811, 1093, 1131, 1271, 1431, 1661, 1910, 4037, 4045, 4328, 4645, 4844, 5335, 5336, 5339, 5738, 5839, 5886, 6321, 6322, 6523, 6703]","[0.2223367691040039, 0.7396829128265381, 0.7590802311897278, 0.7588348984718323, 0.7969239354133606, 0.7613015174865723, 0.7455807328224182, 0.22378672659397125, 0.7468301057815552, 0.7750424742698669, 0.766846239566803, 0.22016151249408722, 0.22211280465126038, 0.23447060585021973, 0.23504938185214996, 0.2304816097021103, 0.2255742847919464, 0.22661423683166504, 0.7449197173118591, 0.7800022959709167, 0.7561149001121521, 0.22635839879512787, 0.23199939727783203, 0.23365281522274017, 0.730913519859314, 0.22405555844306946, 0.7386775612831116, 0.2293667495250702]"
323,[323],[0.2915566861629486],[],[]
324,"[16, 23, 70, 74, 80, 86, 87, 112, 123, 137, 138, 145, 146, 149, 153, 154, 156, 166, 193, 196, 197, 227, 232, 249, 261, 298, 324, 329, 436, 487, 550, 564, 721, 768, 775, 854, 857, 888, 973, 974, 975, 998, 1000, 1009, 1010, 1014, 1015, 1042, 1043, 1044, 1046, 1068, 1088, 1118, 1121, 1124, 1132, 1137, 1209, 1256, 1289, 1349, 1362, 1363, 1437, 1477, 1508, 1510, 1511, 1533, 1560, 1572, 1587, 1611, 1660, 1665, 1672, 1673, 1676, 1778, 1783, 1809, 1816, 1817, 1822, 1830, 1869, 1991, 2067, 2133, 2236, 2295, 2296, 2313, 2323, 2335, 2368, 2372, 2414, 2420, 2459, 2476, 2495, 2602, 2610, 2687, 2710, 2830, 2881, 2947, 2961, 3052, 3068, 3099, 3101, 3152, 3202, 3266, 3322, 3356, 3360, 3450, 3534, 3553, 3585, 3586, 3647, 3834, 3874, 3885]","[0.3013042211532593, 0.298239529132843, 0.28466013073921204, 0.745981752872467, 0.2770717740058899, 0.28255051374435425, 0.6705198287963867, 0.2647514045238495, 0.2849452793598175, 0.2519645392894745, 0.28644874691963196, 0.29689833521842957, 0.3000499904155731, 0.26193636655807495, 0.25728949904441833, 0.2975638210773468, 0.2902132570743561, 0.25835850834846497, 0.3166763484477997, 0.30045005679130554, 0.29270875453948975, 0.29716476798057556, 0.2922819256782532, 0.27238601446151733, 0.2523133158683777, 0.7245049476623535, 0.699287474155426, 0.2768855690956116, 0.29740583896636963, 0.2816026508808136, 0.2833271622657776, 0.3047637641429901, 0.716731607913971, 0.2608782947063446, 0.27756258845329285, 0.3137119710445404, 0.3022436499595642, 0.7019157409667969, 0.26830342411994934, 0.23570483922958374, 0.24450109899044037, 0.2766323685646057, 0.2482796609401703, 0.28113606572151184, 0.31781378388404846, 0.27366283535957336, 0.2833300232887268, 0.24757693707942963, 0.2595960795879364, 0.249065101146698, 0.2960355281829834, 0.2831975221633911, 0.27832821011543274, 0.7415409088134766, 0.2630663216114044, 0.29935625195503235, 0.26531487703323364, 0.2741173505783081, 0.2754172384738922, 0.26692962646484375, 0.24938692152500153, 0.2681595981121063, 0.28002089262008667, 0.280116468667984, 0.2937972843647003, 0.2801314890384674, 0.26380884647369385, 0.2693318724632263, 0.27144840359687805, 0.2866542339324951, 0.2508786916732788, 0.7244558334350586, 0.30412307381629944, 0.2690862715244293, 0.254690557718277, 0.2416636198759079, 0.29499581456184387, 0.27598533034324646, 0.270803838968277, 0.2727804183959961, 0.2800448536872864, 0.26594656705856323, 0.2700287401676178, 0.30027931928634644, 0.2837418019771576, 0.2599424719810486, 0.3230748474597931, 0.26705026626586914, 0.28296181559562683, 0.278312623500824, 0.28881654143333435, 0.24561238288879395, 0.29293760657310486, 0.2804187834262848, 0.286226749420166, 0.2721206545829773, 0.26054251194000244, 0.26084184646606445, 0.30204224586486816, 0.31510305404663086, 0.26999062299728394, 0.2547438144683838, 0.28863635659217834, 0.2628431022167206, 0.260044664144516, 0.2553582489490509, 0.2807753384113312, 0.2898460030555725, 0.2612220346927643, 0.2560451924800873, 0.2642863392829895, 0.4129836857318878, 0.27690255641937256, 0.2675495445728302, 0.3813689053058624, 0.2825334072113037, 0.30281147360801697, 0.7210133075714111, 0.7638854384422302, 0.3194364607334137, 0.27559587359428406, 0.23648646473884583, 0.24320648610591888, 0.28075751662254333, 0.2611258924007416, 0.28462427854537964, 0.260859876871109, 0.2988668978214264, 0.3043903708457947, 0.3060416579246521]","[29, 30, 31, 32, 42, 150, 151, 152, 153, 168, 169, 188, 198, 204, 205, 261, 264, 266, 286, 287, 323, 326, 344, 354, 361, 362, 363, 364, 365, 366, 379, 387, 394, 395, 396, 398, 401, 451, 504, 532, 533, 534, 535, 537, 538, 539, 540, 541, 545, 546, 602, 604, 610, 611, 612, 613, 614, 615, 616, 617, 618, 619, 664, 685, 686, 745, 812, 813, 814, 815, 816, 817, 818, 819, 820, 821, 822, 823, 824, 825, 826, 827, 828, 829, 830, 831, 832, 833, 834, 835, 836, 837, 838, 839, 840, 841, 842, 843, 844, 845, 846, 856, 1101, 1103, 1186, 1301, 1333, 1585, 1650, 1663, 1664, 1665, 1763, 1764, 1765, 1779, 1822, 1921, 1931, 1943, 1944, 1946, 1947, 2001, 2002, 2006, 2012, 2015, 2051, 2054, 2058, 2073, 2126, 2140, 2147, 2148, 2149, 2150, 2151, 2187, 2188, 2189, 2190, 2191, 2192, 2193, 2216, 2245, 2246, 2257, 2271, 2272, 2274, 2275, 2284, 2287, 2402, 2472, 2509, 2600, 2648, 2650, 2656, 2671, 2888, 2890, 2902, 3021, 3112, 3116, 3123, 3125, 3170, 3218, 3219, 3220, 3221, 3222, 3223, 3224, 3225, 3232, 3234, 3239, 3268, 3289, 3304, 3354, 3362, 3372, 3373, 3374, 3375, 3376, 3377, 3378, 3379, 3380, 3381, 3384, 3386, 3387, 3388, 3389, 3390, 3391, 3392, 3393, 3394, 3399, 3568, 3582, 3648, 3665, 3666, 3667, 3668, 3669, 3670, 3671, 3673, 3674, 3679, 3680, 3681, 3682, 3683, 3697, 3714, 3809, 3810, 3811, 4093, 4293, 4450, 4683, 4684, 4685, 4856, 4861, 4948, 4998, 5022, 5091, 5095, 5096, 5181, 5205, 5316, 5341, 5362, 5528, 5548, 5667, 5699, 5865, 5907, 6006, 6033, 6034, 6112, 6113, 6136, 6173, 6174, 6175, 6176, 6177, 6178, 6180, 6181, 6248, 6334, 6412, 6413, 6478, 6504, 6508, 6541, 6629, 6646, 6677, 6678, 6729, 6730, 6731, 6904, 6905, 6947, 6948, 6949, 6956, 6959]","[0.26027780771255493, 0.259478360414505, 0.26162970066070557, 0.25921547412872314, 0.2636125683784485, 0.26545098423957825, 0.2574499249458313, 0.26955586671829224, 0.2660138010978699, 0.7061116695404053, 0.7400978207588196, 0.2550114095211029, 0.25612783432006836, 0.712621808052063, 0.7535005211830139, 0.25840887427330017, 0.2635980546474457, 0.25311538577079773, 0.25586533546447754, 0.26618918776512146, 0.2637622654438019, 0.2601531445980072, 0.2589326798915863, 0.26190462708473206, 0.2599199414253235, 0.730870246887207, 0.26534056663513184, 0.26344722509384155, 0.261934757232666, 0.2656295895576477, 0.2613285183906555, 0.26155146956443787, 0.2613198161125183, 0.25997135043144226, 0.2636617422103882, 0.2544500529766083, 0.278786301612854, 0.26184356212615967, 0.2617988586425781, 0.25525861978530884, 0.7150973081588745, 0.2590073049068451, 0.2536838948726654, 0.7138442397117615, 0.27348682284355164, 0.26544344425201416, 0.25801756978034973, 0.26356035470962524, 0.26503387093544006, 0.25591903924942017, 0.2614731788635254, 0.7288907170295715, 0.26144319772720337, 0.7451514601707458, 0.26310864090919495, 0.26416143774986267, 0.26088279485702515, 0.2596118152141571, 0.25834953784942627, 0.257700115442276, 0.2611474394798279, 0.263913631439209, 0.26258596777915955, 0.25350093841552734, 0.2578811049461365, 0.7636442184448242, 0.2678734362125397, 0.26739245653152466, 0.29140305519104004, 0.26467499136924744, 0.26231062412261963, 0.26910945773124695, 0.2704700231552124, 0.27356430888175964, 0.2705285847187042, 0.26545611023902893, 0.2613932490348816, 0.2604767084121704, 0.26468318700790405, 0.25893667340278625, 0.2691258192062378, 0.2645675241947174, 0.26181069016456604, 0.26646918058395386, 0.26431071758270264, 0.26892244815826416, 0.2605867087841034, 0.2631096839904785, 0.2593323588371277, 0.26055705547332764, 0.2613072991371155, 0.2577310800552368, 0.2625349462032318, 0.264705628156662, 0.26113906502723694, 0.26231950521469116, 0.26553308963775635, 0.25971534848213196, 0.2607681453227997, 0.2644660174846649, 0.26459988951683044, 0.2538849115371704, 0.7159568071365356, 0.26018664240837097, 0.26091381907463074, 0.2602478861808777, 0.2520124018192291, 0.7253763675689697, 0.258718878030777, 0.7419418692588806, 0.2564232051372528, 0.2613092362880707, 0.7198173999786377, 0.2640371024608612, 0.2563939690589905, 0.2521185874938965, 0.7673020362854004, 0.2590765655040741, 0.26510804891586304, 0.25774437189102173, 0.26193249225616455, 0.25736725330352783, 0.25792965292930603, 0.7308561205863953, 0.2579638659954071, 0.2632642686367035, 0.2552225589752197, 0.2646577060222626, 0.2600899338722229, 0.25457578897476196, 0.2592630982398987, 0.25674355030059814, 0.259738951921463, 0.26007840037345886, 0.26917362213134766, 0.665774941444397, 0.28264904022216797, 0.27029427886009216, 0.2637711465358734, 0.26978445053100586, 0.706619918346405, 0.2591319978237152, 0.25563207268714905, 0.25800350308418274, 0.26297885179519653, 0.26075154542922974, 0.26161521673202515, 0.7317128777503967, 0.7612181901931763, 0.2684805393218994, 0.32282906770706177, 0.27467766404151917, 0.2589802145957947, 0.26600176095962524, 0.25156712532043457, 0.2658185660839081, 0.2603221535682678, 0.26326462626457214, 0.2596655786037445, 0.2635510265827179, 0.2637781798839569, 0.27221670746803284, 0.2578463852405548, 0.2558400332927704, 0.2609763443470001, 0.25953245162963867, 0.261101633310318, 0.25781944394111633, 0.25024741888046265, 0.25736698508262634, 0.26241540908813477, 0.2575150430202484, 0.2576504051685333, 0.2592061460018158, 0.259305477142334, 0.5667630434036255, 0.264935165643692, 0.25793978571891785, 0.26084399223327637, 0.2577398121356964, 0.25291839241981506, 0.25591930747032166, 0.26222971081733704, 0.25390946865081787, 0.7277249693870544, 0.2639510929584503, 0.2576654851436615, 0.722491443157196, 0.26003584265708923, 0.2656039595603943, 0.2760041654109955, 0.7408166527748108, 0.2638791799545288, 0.26271089911460876, 0.26311561465263367, 0.26280850172042847, 0.2647446095943451, 0.25870659947395325, 0.2618429660797119, 0.2625999450683594, 0.2552635669708252, 0.25701838731765747, 0.2583886682987213, 0.2551560401916504, 0.7242267727851868, 0.2563631534576416, 0.2578907310962677, 0.25879818201065063, 0.25441280007362366, 0.2552657425403595, 0.2589547634124756, 0.25723743438720703, 0.26395100355148315, 0.25731658935546875, 0.25854867696762085, 0.25858449935913086, 0.2564091980457306, 0.2671712636947632, 0.26490285992622375, 0.26686275005340576, 0.2630627751350403, 0.25813037157058716, 0.261783242225647, 0.2571081519126892, 0.2648738622665405, 0.2672795057296753, 0.27294906973838806, 0.25502699613571167, 0.2662368416786194, 0.29355624318122864, 0.27261805534362793, 0.28057506680488586, 0.2542714774608612, 0.2558545768260956, 0.26455193758010864, 0.2687515914440155, 0.26210153102874756, 0.26065772771835327, 0.25821584463119507, 0.2595190703868866, 0.2606203556060791, 0.26182249188423157, 0.26071682572364807, 0.25867846608161926, 0.2598097622394562, 0.6822437047958374, 0.25986039638519287, 0.2599664628505707, 0.2591211795806885, 0.25984713435173035, 0.25669753551483154, 0.2568020820617676, 0.2616192102432251, 0.26044511795043945, 0.2646700143814087, 0.2663711607456207, 0.2564872205257416, 0.26676517724990845, 0.26394137740135193, 0.2589035630226135, 0.7214936017990112, 0.2677924633026123, 0.7208349108695984, 0.2588885426521301, 0.26538828015327454, 0.2582767605781555, 0.2653714120388031, 0.2572724521160126, 0.25857123732566833, 0.7173930406570435, 0.2655563950538635, 0.2595411241054535, 0.255552738904953, 0.7292293906211853, 0.7511973977088928, 0.7501229047775269, 0.2582688629627228, 0.26006174087524414, 0.2581022381782532, 0.26717832684516907, 0.27497076988220215, 0.2679010033607483, 0.26315486431121826, 0.26654496788978577, 0.26236703991889954, 0.7157875895500183, 0.27552589774131775, 0.2600618600845337, 0.3012685477733612, 0.28660133481025696, 0.2768758237361908, 0.2511541545391083, 0.2564820349216461]"
325,[325],[0.43434542417526245],[],[]
326,"[317, 326, 472, 501, 893, 905, 990, 1004, 3248, 3253]","[0.2653701901435852, 0.7213642597198486, 0.3040539026260376, 0.28512394428253174, 0.29993900656700134, 0.288846492767334, 0.23419690132141113, 0.7250778675079346, 0.332363098859787, 0.3227553963661194]","[786, 787, 847, 848, 849, 850, 1166, 1199, 1826, 1848, 1981, 2008, 6398, 6399, 6403, 6405]","[0.727250874042511, 0.79478520154953, 0.7933630347251892, 0.763687789440155, 0.7690281867980957, 0.21645064651966095, 0.7766359448432922, 0.22022435069084167, 0.7336016893386841, 0.7959252595901489, 0.7884476780891418, 0.7334714531898499, 0.7903671860694885, 0.7480505108833313, 0.7846018075942993, 0.7831284403800964]"
327,[327],[0.3839740753173828],[],[]
328,[328],[0.3483786880970001],[],[]
329,"[36, 324, 329, 330, 602, 959, 1042, 1076, 1124, 1785, 1869, 1983, 2295, 2666, 2998, 3268, 3471, 3472, 3550, 3874]","[0.2708744406700134, 0.26251548528671265, 0.2870112359523773, 0.2807905673980713, 0.2959626019001007, 0.28880834579467773, 0.2896347939968109, 0.25290215015411377, 0.26940029859542847, 0.7333875298500061, 0.7156211137771606, 0.2671376168727875, 0.30300605297088623, 0.2635032534599304, 0.26768654584884644, 0.24715836346149445, 0.3224477171897888, 0.7279360890388489, 0.7399314045906067, 0.3096306324005127]","[64, 843, 851, 852, 853, 854, 855, 856, 857, 1404, 1891, 2125, 2205, 2274, 3586, 3587, 3588, 3808, 4077, 4859, 5619, 6076, 6415, 6557, 6559, 6560, 6561, 6642, 6643, 6644, 6949]","[0.23070238530635834, 0.22409741580486298, 0.76436448097229, 0.7863273024559021, 0.7886039614677429, 0.7886551022529602, 0.22307968139648438, 0.21808750927448273, 0.27389976382255554, 0.22032026946544647, 0.22120089828968048, 0.22142364084720612, 0.2218930423259735, 0.7860280871391296, 0.7401911020278931, 0.7428211569786072, 0.7437726259231567, 0.7648760080337524, 0.22386857867240906, 0.22144435346126556, 0.21952791512012482, 0.792420506477356, 0.7557170987129211, 0.786719560623169, 0.7432036399841309, 0.7476449012756348, 0.7430769205093384, 0.7442471385002136, 0.7369271516799927, 0.752360999584198, 0.7560456991195679]"
330,"[329, 330, 1785, 1869, 1983, 3472, 3550]","[0.28235986828804016, 0.2931969463825226, 0.4975098967552185, 0.2928426265716553, 0.2697182297706604, 0.4367648959159851, 0.4557059109210968]","[851, 857, 3586, 3808, 4077, 6559, 6642]","[0.747022271156311, 0.7923590540885925, 0.7566718459129333, 0.7719190716743469, 0.7911245822906494, 0.7605983018875122, 0.7535253763198853]"
331,"[298, 331, 775, 2898]","[0.28873902559280396, 0.6913734078407288, 0.3111311197280884, 0.2687009871006012]","[747, 858, 1662, 5934]","[0.7425941824913025, 0.7816764116287231, 0.7939879894256592, 0.21077457070350647]"
332,[332],[0.37595152854919434],[],[]
333,"[102, 333, 365, 823, 1656]","[0.26073378324508667, 0.6963567733764648, 0.265938401222229, 0.2533268630504608, 0.7345435619354248]","[247, 859, 860, 915, 1716, 3349]","[0.7791797518730164, 0.7771784067153931, 0.7647942304611206, 0.780503511428833, 0.7401936054229736, 0.7327193021774292]"
